gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-2115-3p,0,NA,NA,NA,NA,NA
hsa-miR-2115-5p,0,NA,NA,NA,NA,NA
hsa-miR-2116-3p,0,NA,NA,NA,NA,NA
hsa-miR-2116-5p,0,NA,NA,NA,NA,NA
hsa-miR-2117,0,NA,NA,NA,NA,NA
hsa-miR-212-3p,0,NA,NA,NA,NA,NA
hsa-miR-212-5p,0,NA,NA,NA,NA,NA
hsa-miR-214-3p,0,NA,NA,NA,NA,NA
hsa-miR-214-5p,0,NA,NA,NA,NA,NA
hsa-miR-215-3p,0,NA,NA,NA,NA,NA
hsa-miR-215-5p,0.0698623023474953,-0.375983440353468,2.92206777774139,-0.128670335170693,0.89761850935003,0.999518452987832
hsa-miR-216a-3p,0,NA,NA,NA,NA,NA
hsa-miR-216a-5p,0,NA,NA,NA,NA,NA
hsa-miR-216b-3p,0,NA,NA,NA,NA,NA
hsa-miR-216b-5p,0,NA,NA,NA,NA,NA
hsa-miR-217,0,NA,NA,NA,NA,NA
hsa-miR-218-1-3p,0,NA,NA,NA,NA,NA
hsa-miR-218-2-3p,0,NA,NA,NA,NA,NA
hsa-miR-218-5p,0,NA,NA,NA,NA,NA
hsa-miR-219a-1-3p,0,NA,NA,NA,NA,NA
hsa-miR-219a-2-3p,0,NA,NA,NA,NA,NA
hsa-miR-219a-5p,0,NA,NA,NA,NA,NA
hsa-miR-219b-3p,0,NA,NA,NA,NA,NA
hsa-miR-219b-5p,0,NA,NA,NA,NA,NA
hsa-miR-22-3p,0.0185556149295331,-0.20651848913279,2.92123207070026,-0.0706956804987029,0.943639958700161,0.999518452987832
hsa-miR-22-5p,0,NA,NA,NA,NA,NA
hsa-miR-221-3p,0.0155879538351019,-0.238692913635225,2.92150185641559,-0.0817021262920159,0.934883587478304,0.999518452987832
hsa-miR-221-5p,0,NA,NA,NA,NA,NA
hsa-miR-222-3p,0.00308996939914898,-0.500440536068681,2.92228914876051,-0.171249493323049,0.864027592195774,0.999518452987832
hsa-miR-222-5p,0,NA,NA,NA,NA,NA
hsa-miR-223-3p,0.546280334024686,0.692464512169241,1.297780576399,0.533575956338202,0.59363494680248,0.999518452987832
hsa-miR-223-5p,0.0460643865036951,-0.348308394004032,2.92200662345624,-0.119201781134925,0.905115495570581,0.999518452987832
hsa-miR-224-3p,0,NA,NA,NA,NA,NA
hsa-miR-224-5p,0,NA,NA,NA,NA,NA
hsa-miR-2276-3p,0,NA,NA,NA,NA,NA
hsa-miR-2276-5p,0,NA,NA,NA,NA,NA
hsa-miR-2277-3p,0,NA,NA,NA,NA,NA
hsa-miR-2277-5p,0,NA,NA,NA,NA,NA
hsa-miR-2278,0,NA,NA,NA,NA,NA
hsa-miR-2355-3p,0,NA,NA,NA,NA,NA
hsa-miR-2355-5p,0,NA,NA,NA,NA,NA
hsa-miR-2392,0,NA,NA,NA,NA,NA
hsa-miR-23a-3p,0.0586971521126073,-0.044249850486039,2.92113648039114,-0.0151481626356992,0.987913977133774,0.999518452987832
hsa-miR-23a-5p,0,NA,NA,NA,NA,NA
hsa-miR-23b-3p,0,NA,NA,NA,NA,NA
hsa-miR-23b-5p,0,NA,NA,NA,NA,NA
hsa-miR-23c,0,NA,NA,NA,NA,NA
hsa-miR-24-1-5p,0,NA,NA,NA,NA,NA
hsa-miR-24-2-5p,0,NA,NA,NA,NA,NA
hsa-miR-24-3p,0.0465346813722331,-0.385754735599335,2.9208081473649,-0.132071233760203,0.894927948703614,0.999518452987832
hsa-miR-2467-3p,0,NA,NA,NA,NA,NA
hsa-miR-2467-5p,0,NA,NA,NA,NA,NA
hsa-miR-25-3p,2.02633312577608,1.01781693753086,0.426148984625948,2.3884063420314,0.0169216207670248,0.613408752804648
hsa-miR-25-5p,0,NA,NA,NA,NA,NA
hsa-miR-2681-3p,0,NA,NA,NA,NA,NA
hsa-miR-2681-5p,0,NA,NA,NA,NA,NA
hsa-miR-2682-3p,0,NA,NA,NA,NA,NA
hsa-miR-2682-5p,0,NA,NA,NA,NA,NA
hsa-miR-26a-1-3p,0,NA,NA,NA,NA,NA
hsa-miR-26a-2-3p,0,NA,NA,NA,NA,NA
hsa-miR-26a-5p,0.131267987546838,0.268917521794227,2.91928914880313,0.0921174669883178,0.926604710807525,0.999518452987832
hsa-miR-26b-3p,0,NA,NA,NA,NA,NA
hsa-miR-26b-5p,0.153552516992454,0.103500046552175,2.91915429640483,0.0354554902012692,0.971716537714841,0.999518452987832
hsa-miR-27a-3p,0.00366580133557968,-0.351995911873994,2.92222487342324,-0.120454765502577,0.904122910567597,0.999518452987832
hsa-miR-27a-5p,0,NA,NA,NA,NA,NA
hsa-miR-27b-3p,0.047508789710943,0.0593305764328659,2.91994081857262,0.0203191023788862,0.98378881743766,0.999518452987832
hsa-miR-27b-5p,0,NA,NA,NA,NA,NA
hsa-miR-28-3p,0.024776472721623,-0.440028065678757,2.92202269302681,-0.150590228723703,0.880298969835636,0.999518452987832
hsa-miR-28-5p,0,NA,NA,NA,NA,NA
hsa-miR-2861,0,NA,NA,NA,NA,NA
hsa-miR-2909,0,NA,NA,NA,NA,NA
hsa-miR-296-3p,0,NA,NA,NA,NA,NA
hsa-miR-296-5p,0,NA,NA,NA,NA,NA
hsa-miR-297,0,NA,NA,NA,NA,NA
hsa-miR-298,0,NA,NA,NA,NA,NA
hsa-miR-299-3p,0,NA,NA,NA,NA,NA
hsa-miR-299-5p,0,NA,NA,NA,NA,NA
hsa-miR-29a-3p,0.0677571382258938,0.140434712099269,2.9200972442146,0.0480924778712433,0.961642541059776,0.999518452987832
hsa-miR-29a-5p,0,NA,NA,NA,NA,NA
hsa-miR-29b-1-5p,0,NA,NA,NA,NA,NA
hsa-miR-29b-2-5p,0,NA,NA,NA,NA,NA
hsa-miR-29b-3p,0.0102393633204074,-0.196283732661942,2.92164147608817,-0.0671826896860558,0.946436265616115,0.999518452987832
hsa-miR-29c-3p,0.0645702290583989,-0.0833899602133391,2.92073889288095,-0.0285509808550826,0.977222707739246,0.999518452987832
hsa-miR-29c-5p,0,NA,NA,NA,NA,NA
hsa-miR-300,0,NA,NA,NA,NA,NA
hsa-miR-301a-3p,0,NA,NA,NA,NA,NA
hsa-miR-301a-5p,0,NA,NA,NA,NA,NA
hsa-miR-301b,0,NA,NA,NA,NA,NA
hsa-miR-302a-3p,0,NA,NA,NA,NA,NA
hsa-miR-302a-5p,0,NA,NA,NA,NA,NA
hsa-miR-302b-3p,0,NA,NA,NA,NA,NA
hsa-miR-302b-5p,0,NA,NA,NA,NA,NA
hsa-miR-302c-3p,0,NA,NA,NA,NA,NA
hsa-miR-302c-5p,0,NA,NA,NA,NA,NA
hsa-miR-302d-3p,0,NA,NA,NA,NA,NA
hsa-miR-302d-5p,0,NA,NA,NA,NA,NA
hsa-miR-302e,0,NA,NA,NA,NA,NA
hsa-miR-302f,0,NA,NA,NA,NA,NA
hsa-miR-3064-3p,0,NA,NA,NA,NA,NA
hsa-miR-3064-5p,0.00673363300648487,-0.495123235082042,2.92217500472917,-0.169436544450879,0.865453280721582,0.999518452987832
hsa-miR-3065-3p,0,NA,NA,NA,NA,NA
hsa-miR-3065-5p,0,NA,NA,NA,NA,NA
hsa-miR-3074-3p,0,NA,NA,NA,NA,NA
hsa-miR-3074-5p,0,NA,NA,NA,NA,NA
hsa-miR-30a-3p,0,NA,NA,NA,NA,NA
hsa-miR-30a-5p,0.0871285191818044,0.228680635571782,2.92005555334185,0.0783137962255782,0.937578443367059,0.999518452987832
hsa-miR-30b-3p,0,NA,NA,NA,NA,NA
hsa-miR-30b-5p,0,NA,NA,NA,NA,NA
hsa-miR-30c-1-3p,0,NA,NA,NA,NA,NA
hsa-miR-30c-2-3p,0,NA,NA,NA,NA,NA
hsa-miR-30c-5p,0.00523524009753542,-0.368244330278203,2.92219955010346,-0.126016147755949,0.899719142412007,0.999518452987832
hsa-miR-30d-3p,0,NA,NA,NA,NA,NA
hsa-miR-30d-5p,0.768738830818083,1.45498115140014,0.707282973622543,2.05714149168339,0.0396726175729552,0.958754924679752
hsa-miR-30e-3p,0,NA,NA,NA,NA,NA
hsa-miR-30e-5p,0.437281774721769,0.636082948875724,1.0664677695787,0.596438980173776,0.550882006463104,0.999518452987832
hsa-miR-31-3p,0,NA,NA,NA,NA,NA
hsa-miR-31-5p,0,NA,NA,NA,NA,NA
hsa-miR-3115,0,NA,NA,NA,NA,NA
hsa-miR-3116,0,NA,NA,NA,NA,NA
hsa-miR-3117-3p,0,NA,NA,NA,NA,NA
hsa-miR-3117-5p,0,NA,NA,NA,NA,NA
hsa-miR-3118,0,NA,NA,NA,NA,NA
hsa-miR-3119,0,NA,NA,NA,NA,NA
hsa-miR-3120-3p,0,NA,NA,NA,NA,NA
hsa-miR-3120-5p,0,NA,NA,NA,NA,NA
hsa-miR-3121-3p,0,NA,NA,NA,NA,NA
hsa-miR-3121-5p,0,NA,NA,NA,NA,NA
hsa-miR-3122,0,NA,NA,NA,NA,NA
hsa-miR-3123,0,NA,NA,NA,NA,NA
hsa-miR-3124-3p,0,NA,NA,NA,NA,NA
hsa-miR-3124-5p,0,NA,NA,NA,NA,NA
hsa-miR-3125,0,NA,NA,NA,NA,NA
hsa-miR-3126-3p,0,NA,NA,NA,NA,NA
hsa-miR-3126-5p,0,NA,NA,NA,NA,NA
hsa-miR-3127-3p,0,NA,NA,NA,NA,NA
hsa-miR-3127-5p,0,NA,NA,NA,NA,NA
hsa-miR-3128,0,NA,NA,NA,NA,NA
hsa-miR-3129-3p,0,NA,NA,NA,NA,NA
hsa-miR-3129-5p,0,NA,NA,NA,NA,NA
hsa-miR-3130-3p,0,NA,NA,NA,NA,NA
hsa-miR-3130-5p,0,NA,NA,NA,NA,NA
hsa-miR-3131,0,NA,NA,NA,NA,NA
hsa-miR-3132,0,NA,NA,NA,NA,NA
hsa-miR-3133,0,NA,NA,NA,NA,NA
hsa-miR-3134,0,NA,NA,NA,NA,NA
hsa-miR-3135a,0,NA,NA,NA,NA,NA
hsa-miR-3135b,0,NA,NA,NA,NA,NA
hsa-miR-3136-3p,0,NA,NA,NA,NA,NA
hsa-miR-3136-5p,0,NA,NA,NA,NA,NA
hsa-miR-3137,0,NA,NA,NA,NA,NA
hsa-miR-3138,0,NA,NA,NA,NA,NA
hsa-miR-3139,0,NA,NA,NA,NA,NA
hsa-miR-3140-3p,0,NA,NA,NA,NA,NA
hsa-miR-3140-5p,0,NA,NA,NA,NA,NA
hsa-miR-3141,0,NA,NA,NA,NA,NA
hsa-miR-3142,0,NA,NA,NA,NA,NA
hsa-miR-3143,0,NA,NA,NA,NA,NA
hsa-miR-3144-3p,0,NA,NA,NA,NA,NA
hsa-miR-3144-5p,0,NA,NA,NA,NA,NA
hsa-miR-3145-3p,0,NA,NA,NA,NA,NA
hsa-miR-3145-5p,0,NA,NA,NA,NA,NA
hsa-miR-3146,0,NA,NA,NA,NA,NA
hsa-miR-3147,0,NA,NA,NA,NA,NA
hsa-miR-3148,0,NA,NA,NA,NA,NA
hsa-miR-3149,0,NA,NA,NA,NA,NA
hsa-miR-3150a-3p,0,NA,NA,NA,NA,NA
hsa-miR-3150a-5p,0,NA,NA,NA,NA,NA
hsa-miR-3150b-3p,0,NA,NA,NA,NA,NA
hsa-miR-3150b-5p,0,NA,NA,NA,NA,NA
hsa-miR-3151-3p,0,NA,NA,NA,NA,NA
hsa-miR-3151-5p,0,NA,NA,NA,NA,NA
hsa-miR-3152-3p,0,NA,NA,NA,NA,NA
hsa-miR-3152-5p,0,NA,NA,NA,NA,NA
hsa-miR-3153,0,NA,NA,NA,NA,NA
hsa-miR-3154,0,NA,NA,NA,NA,NA
hsa-miR-3155a,0,NA,NA,NA,NA,NA
hsa-miR-3155b,0,NA,NA,NA,NA,NA
hsa-miR-3156-3p,0,NA,NA,NA,NA,NA
hsa-miR-3156-5p,0,NA,NA,NA,NA,NA
hsa-miR-3157-3p,0,NA,NA,NA,NA,NA
hsa-miR-3157-5p,0,NA,NA,NA,NA,NA
hsa-miR-3158-3p,0,NA,NA,NA,NA,NA
hsa-miR-3158-5p,0,NA,NA,NA,NA,NA
hsa-miR-3159,0,NA,NA,NA,NA,NA
hsa-miR-3160-3p,0,NA,NA,NA,NA,NA
hsa-miR-3160-5p,0,NA,NA,NA,NA,NA
hsa-miR-3161,0,NA,NA,NA,NA,NA
hsa-miR-3162-3p,0,NA,NA,NA,NA,NA
hsa-miR-3162-5p,0,NA,NA,NA,NA,NA
hsa-miR-3163,0,NA,NA,NA,NA,NA
hsa-miR-3164,0,NA,NA,NA,NA,NA
hsa-miR-3165,0,NA,NA,NA,NA,NA
hsa-miR-3166,0,NA,NA,NA,NA,NA
hsa-miR-3167,0,NA,NA,NA,NA,NA
hsa-miR-3168,0,NA,NA,NA,NA,NA
hsa-miR-3169,0,NA,NA,NA,NA,NA
hsa-miR-3170,0,NA,NA,NA,NA,NA
hsa-miR-3171,0,NA,NA,NA,NA,NA
hsa-miR-3173-3p,0,NA,NA,NA,NA,NA
hsa-miR-3173-5p,0,NA,NA,NA,NA,NA
hsa-miR-3174,0,NA,NA,NA,NA,NA
hsa-miR-3175,0,NA,NA,NA,NA,NA
hsa-miR-3176,0,NA,NA,NA,NA,NA
hsa-miR-3177-3p,0,NA,NA,NA,NA,NA
hsa-miR-3177-5p,0,NA,NA,NA,NA,NA
hsa-miR-3178,0,NA,NA,NA,NA,NA
hsa-miR-3179,0,NA,NA,NA,NA,NA
hsa-miR-3180,0,NA,NA,NA,NA,NA
hsa-miR-3180-3p,0,NA,NA,NA,NA,NA
hsa-miR-3180-5p,0,NA,NA,NA,NA,NA
hsa-miR-3181,0,NA,NA,NA,NA,NA
hsa-miR-3182,0,NA,NA,NA,NA,NA
hsa-miR-3183,0,NA,NA,NA,NA,NA
hsa-miR-3184-3p,0,NA,NA,NA,NA,NA
hsa-miR-3184-5p,0,NA,NA,NA,NA,NA
hsa-miR-3185,0,NA,NA,NA,NA,NA
hsa-miR-3186-3p,0,NA,NA,NA,NA,NA
hsa-miR-3186-5p,0,NA,NA,NA,NA,NA
hsa-miR-3187-3p,0,NA,NA,NA,NA,NA
hsa-miR-3187-5p,0,NA,NA,NA,NA,NA
hsa-miR-3188,0,NA,NA,NA,NA,NA
hsa-miR-3189-3p,0,NA,NA,NA,NA,NA
hsa-miR-3189-5p,0,NA,NA,NA,NA,NA
hsa-miR-3190-3p,0,NA,NA,NA,NA,NA
hsa-miR-3190-5p,0,NA,NA,NA,NA,NA
hsa-miR-3191-3p,0,NA,NA,NA,NA,NA
hsa-miR-3191-5p,0,NA,NA,NA,NA,NA
hsa-miR-3192-3p,0,NA,NA,NA,NA,NA
hsa-miR-3192-5p,0,NA,NA,NA,NA,NA
hsa-miR-3193,0,NA,NA,NA,NA,NA
hsa-miR-3194-3p,0,NA,NA,NA,NA,NA
hsa-miR-3194-5p,0,NA,NA,NA,NA,NA
hsa-miR-3195,0,NA,NA,NA,NA,NA
hsa-miR-3196,0,NA,NA,NA,NA,NA
hsa-miR-3197,0,NA,NA,NA,NA,NA
hsa-miR-3198,0,NA,NA,NA,NA,NA
hsa-miR-3199,0,NA,NA,NA,NA,NA
hsa-miR-32-3p,0,NA,NA,NA,NA,NA
hsa-miR-32-5p,0.00595155245054867,-0.351160955264452,2.92217533507869,-0.120171076337894,0.904347629446247,0.999518452987832
hsa-miR-3200-3p,0,NA,NA,NA,NA,NA
hsa-miR-3200-5p,0,NA,NA,NA,NA,NA
hsa-miR-3201,0,NA,NA,NA,NA,NA
hsa-miR-3202,0,NA,NA,NA,NA,NA
hsa-miR-320a,0.418411763835079,-0.746197071348945,1.39239193130972,-0.535910223673194,0.592020598308784,0.999518452987832
hsa-miR-320b,0.130038188172156,-0.558064248286215,2.91901311870481,-0.191182507783258,0.848382607613303,0.999518452987832
hsa-miR-320c,0.0118658341521349,-0.37353240313474,2.92181991171467,-0.127842377155795,0.898273713075986,0.999518452987832
hsa-miR-320d,0,NA,NA,NA,NA,NA
hsa-miR-320e,0,NA,NA,NA,NA,NA
hsa-miR-323a-3p,0,NA,NA,NA,NA,NA
hsa-miR-323a-5p,0,NA,NA,NA,NA,NA
hsa-miR-323b-3p,0,NA,NA,NA,NA,NA
hsa-miR-323b-5p,0,NA,NA,NA,NA,NA
hsa-miR-324-3p,0,NA,NA,NA,NA,NA
hsa-miR-324-5p,0,NA,NA,NA,NA,NA
hsa-miR-325,0,NA,NA,NA,NA,NA
hsa-miR-326,0,NA,NA,NA,NA,NA
hsa-miR-328-3p,0,NA,NA,NA,NA,NA
hsa-miR-328-5p,0,NA,NA,NA,NA,NA
hsa-miR-329-3p,0,NA,NA,NA,NA,NA
hsa-miR-329-5p,0,NA,NA,NA,NA,NA
hsa-miR-330-3p,0,NA,NA,NA,NA,NA
hsa-miR-330-5p,0,NA,NA,NA,NA,NA
hsa-miR-331-3p,0,NA,NA,NA,NA,NA
hsa-miR-331-5p,0,NA,NA,NA,NA,NA
hsa-miR-335-3p,0,NA,NA,NA,NA,NA
hsa-miR-335-5p,0.00366580133557968,-0.351995911873994,2.92222487342324,-0.120454765502577,0.904122910567597,0.999518452987832
hsa-miR-337-3p,0,NA,NA,NA,NA,NA
hsa-miR-337-5p,0,NA,NA,NA,NA,NA
hsa-miR-338-3p,0,NA,NA,NA,NA,NA
hsa-miR-338-5p,0,NA,NA,NA,NA,NA
hsa-miR-339-3p,0,NA,NA,NA,NA,NA
hsa-miR-339-5p,0.00523524009753542,-0.368244330278203,2.92219955010346,-0.126016147755949,0.899719142412007,0.999518452987832
hsa-miR-33a-3p,0,NA,NA,NA,NA,NA
hsa-miR-33a-5p,0,NA,NA,NA,NA,NA
hsa-miR-33b-3p,0,NA,NA,NA,NA,NA
hsa-miR-33b-5p,0,NA,NA,NA,NA,NA
hsa-miR-340-3p,0,NA,NA,NA,NA,NA
hsa-miR-340-5p,0,NA,NA,NA,NA,NA
hsa-miR-342-3p,0.25648850985736,0.330768906431464,2.75066565162339,0.120250495088798,0.904284718647608,0.999518452987832
hsa-miR-342-5p,0,NA,NA,NA,NA,NA
hsa-miR-345-3p,0,NA,NA,NA,NA,NA
hsa-miR-345-5p,0,NA,NA,NA,NA,NA
hsa-miR-346,0,NA,NA,NA,NA,NA
hsa-miR-34a-3p,0,NA,NA,NA,NA,NA
hsa-miR-34a-5p,0.009988080156619,-0.499723687442988,2.92226456455459,-0.171005628136601,0.864219340171235,0.999518452987832
hsa-miR-34b-3p,0,NA,NA,NA,NA,NA
hsa-miR-34b-5p,0,NA,NA,NA,NA,NA
hsa-miR-34c-3p,0,NA,NA,NA,NA,NA
hsa-miR-34c-5p,0,NA,NA,NA,NA,NA
hsa-miR-3529-3p,0,NA,NA,NA,NA,NA
hsa-miR-3529-5p,0,NA,NA,NA,NA,NA
hsa-miR-3591-3p,0,NA,NA,NA,NA,NA
hsa-miR-3591-5p,0,NA,NA,NA,NA,NA
hsa-miR-3605-3p,0,NA,NA,NA,NA,NA
hsa-miR-3605-5p,0,NA,NA,NA,NA,NA
hsa-miR-3606-3p,0,NA,NA,NA,NA,NA
hsa-miR-3606-5p,0,NA,NA,NA,NA,NA
hsa-miR-3607-3p,0,NA,NA,NA,NA,NA
hsa-miR-3607-5p,0,NA,NA,NA,NA,NA
hsa-miR-3609,0,NA,NA,NA,NA,NA
hsa-miR-361-3p,0.0215875949050678,-0.202724280741188,2.92180217459517,-0.0693833013418428,0.944684520483187,0.999518452987832
hsa-miR-361-5p,0.00366580133557968,-0.351995911873994,2.92222487342324,-0.120454765502577,0.904122910567597,0.999518452987832
hsa-miR-3610,0,NA,NA,NA,NA,NA
hsa-miR-3611,0,NA,NA,NA,NA,NA
hsa-miR-3612,0,NA,NA,NA,NA,NA
hsa-miR-3613-3p,0,NA,NA,NA,NA,NA
hsa-miR-3613-5p,0,NA,NA,NA,NA,NA
hsa-miR-3614-3p,0,NA,NA,NA,NA,NA
hsa-miR-3614-5p,0,NA,NA,NA,NA,NA
hsa-miR-3615,0.011221957753049,-0.300459522142061,2.92204504568072,-0.10282508224375,0.91810179802328,0.999518452987832
hsa-miR-3616-3p,0,NA,NA,NA,NA,NA
hsa-miR-3616-5p,0,NA,NA,NA,NA,NA
hsa-miR-3617-3p,0,NA,NA,NA,NA,NA
hsa-miR-3617-5p,0,NA,NA,NA,NA,NA
hsa-miR-3618,0,NA,NA,NA,NA,NA
hsa-miR-3619-3p,0,NA,NA,NA,NA,NA
hsa-miR-3619-5p,0,NA,NA,NA,NA,NA
hsa-miR-362-3p,0,NA,NA,NA,NA,NA
hsa-miR-362-5p,0,NA,NA,NA,NA,NA
hsa-miR-3620-3p,0,NA,NA,NA,NA,NA
hsa-miR-3620-5p,0,NA,NA,NA,NA,NA
hsa-miR-3621,0,NA,NA,NA,NA,NA
hsa-miR-3622a-3p,0,NA,NA,NA,NA,NA
hsa-miR-3622a-5p,0,NA,NA,NA,NA,NA
hsa-miR-3622b-3p,0,NA,NA,NA,NA,NA
hsa-miR-3622b-5p,0,NA,NA,NA,NA,NA
hsa-miR-363-3p,0.025151081498523,-0.05935330695579,2.92125373877824,-0.0203177513024299,0.983789895218207,0.999518452987832
hsa-miR-363-5p,0,NA,NA,NA,NA,NA
hsa-miR-3646,0,NA,NA,NA,NA,NA
hsa-miR-3648,0,NA,NA,NA,NA,NA
hsa-miR-3649,0,NA,NA,NA,NA,NA
hsa-miR-3650,0,NA,NA,NA,NA,NA
hsa-miR-3651,0,NA,NA,NA,NA,NA
hsa-miR-3652,0,NA,NA,NA,NA,NA
hsa-miR-3653,0,NA,NA,NA,NA,NA
hsa-miR-3654,0,NA,NA,NA,NA,NA
hsa-miR-3655,0,NA,NA,NA,NA,NA
hsa-miR-3656,0,NA,NA,NA,NA,NA
hsa-miR-3657,0,NA,NA,NA,NA,NA
hsa-miR-3658,0,NA,NA,NA,NA,NA
hsa-miR-3659,0,NA,NA,NA,NA,NA
hsa-miR-365a-3p,0,NA,NA,NA,NA,NA
hsa-miR-365a-5p,0,NA,NA,NA,NA,NA
hsa-miR-365b-3p,0,NA,NA,NA,NA,NA
hsa-miR-365b-5p,0,NA,NA,NA,NA,NA
hsa-miR-3660,0,NA,NA,NA,NA,NA
hsa-miR-3661,0,NA,NA,NA,NA,NA
hsa-miR-3662,0,NA,NA,NA,NA,NA
hsa-miR-3663-3p,0,NA,NA,NA,NA,NA
hsa-miR-3663-5p,0,NA,NA,NA,NA,NA
hsa-miR-3664-3p,0,NA,NA,NA,NA,NA
hsa-miR-3664-5p,0,NA,NA,NA,NA,NA
hsa-miR-3665,0,NA,NA,NA,NA,NA
hsa-miR-3666,0,NA,NA,NA,NA,NA
hsa-miR-3667-3p,0,NA,NA,NA,NA,NA
hsa-miR-3667-5p,0,NA,NA,NA,NA,NA
hsa-miR-3668,0,NA,NA,NA,NA,NA
hsa-miR-3669,0,NA,NA,NA,NA,NA
hsa-miR-367-3p,0,NA,NA,NA,NA,NA
hsa-miR-367-5p,0,NA,NA,NA,NA,NA
hsa-miR-3670,0,NA,NA,NA,NA,NA
hsa-miR-3671,0,NA,NA,NA,NA,NA
hsa-miR-3672,0,NA,NA,NA,NA,NA
hsa-miR-3673,0,NA,NA,NA,NA,NA
hsa-miR-3674,0,NA,NA,NA,NA,NA
hsa-miR-3675-3p,0,NA,NA,NA,NA,NA
hsa-miR-3675-5p,0,NA,NA,NA,NA,NA
hsa-miR-3677-3p,0,NA,NA,NA,NA,NA
hsa-miR-3677-5p,0,NA,NA,NA,NA,NA
hsa-miR-3678-3p,0,NA,NA,NA,NA,NA
hsa-miR-3678-5p,0,NA,NA,NA,NA,NA
hsa-miR-3679-3p,0,NA,NA,NA,NA,NA
hsa-miR-3679-5p,0,NA,NA,NA,NA,NA
hsa-miR-3680-3p,0,NA,NA,NA,NA,NA
hsa-miR-3680-5p,0,NA,NA,NA,NA,NA
hsa-miR-3681-3p,0,NA,NA,NA,NA,NA
hsa-miR-3681-5p,0,NA,NA,NA,NA,NA
hsa-miR-3682-3p,0,NA,NA,NA,NA,NA
hsa-miR-3682-5p,0,NA,NA,NA,NA,NA
hsa-miR-3683,0,NA,NA,NA,NA,NA
hsa-miR-3684,0,NA,NA,NA,NA,NA
hsa-miR-3685,0,NA,NA,NA,NA,NA
hsa-miR-3686,0,NA,NA,NA,NA,NA
hsa-miR-3687,0,NA,NA,NA,NA,NA
hsa-miR-3688-3p,0,NA,NA,NA,NA,NA
hsa-miR-3688-5p,0,NA,NA,NA,NA,NA
hsa-miR-3689a-3p,0,NA,NA,NA,NA,NA
hsa-miR-3689a-5p,0,NA,NA,NA,NA,NA
hsa-miR-3689b-3p,0,NA,NA,NA,NA,NA
hsa-miR-3689b-5p,0,NA,NA,NA,NA,NA
hsa-miR-3689c,0,NA,NA,NA,NA,NA
hsa-miR-3689d,0,NA,NA,NA,NA,NA
hsa-miR-3689e,0,NA,NA,NA,NA,NA
hsa-miR-3689f,0,NA,NA,NA,NA,NA
hsa-miR-369-3p,0,NA,NA,NA,NA,NA
hsa-miR-369-5p,0,NA,NA,NA,NA,NA
hsa-miR-3690,0,NA,NA,NA,NA,NA
hsa-miR-3691-3p,0,NA,NA,NA,NA,NA
hsa-miR-3691-5p,0,NA,NA,NA,NA,NA
hsa-miR-3692-3p,0,NA,NA,NA,NA,NA
hsa-miR-3692-5p,0,NA,NA,NA,NA,NA
hsa-miR-370-3p,0,NA,NA,NA,NA,NA
hsa-miR-370-5p,0,NA,NA,NA,NA,NA
hsa-miR-3713,0,NA,NA,NA,NA,NA
hsa-miR-3714,0,NA,NA,NA,NA,NA
hsa-miR-371a-3p,0,NA,NA,NA,NA,NA
hsa-miR-371a-5p,0,NA,NA,NA,NA,NA
hsa-miR-371b-3p,0,NA,NA,NA,NA,NA
hsa-miR-371b-5p,0,NA,NA,NA,NA,NA
hsa-miR-372-3p,0,NA,NA,NA,NA,NA
hsa-miR-372-5p,0,NA,NA,NA,NA,NA
hsa-miR-373-3p,0,NA,NA,NA,NA,NA
hsa-miR-373-5p,0,NA,NA,NA,NA,NA
hsa-miR-374a-3p,0,NA,NA,NA,NA,NA
hsa-miR-374a-5p,0,NA,NA,NA,NA,NA
hsa-miR-374b-3p,0,NA,NA,NA,NA,NA
hsa-miR-374b-5p,0,NA,NA,NA,NA,NA
hsa-miR-374c-3p,0,NA,NA,NA,NA,NA
hsa-miR-374c-5p,0,NA,NA,NA,NA,NA
hsa-miR-375,0.0474694027306118,-0.26035828996828,2.92125477703911,-0.0891254990885012,0.928982172688841,0.999518452987832
hsa-miR-376a-2-5p,0,NA,NA,NA,NA,NA
hsa-miR-376a-3p,0,NA,NA,NA,NA,NA
hsa-miR-376a-5p,0,NA,NA,NA,NA,NA
hsa-miR-376b-3p,0,NA,NA,NA,NA,NA
hsa-miR-376b-5p,0,NA,NA,NA,NA,NA
hsa-miR-376c-3p,0,NA,NA,NA,NA,NA
hsa-miR-376c-5p,0,NA,NA,NA,NA,NA
hsa-miR-377-3p,0,NA,NA,NA,NA,NA
hsa-miR-377-5p,0,NA,NA,NA,NA,NA
hsa-miR-378a-3p,0.0330177370267055,-0.433763012097723,2.92221514625753,-0.148436371173163,0.881998397946296,0.999518452987832
hsa-miR-378a-5p,0,NA,NA,NA,NA,NA
hsa-miR-378b,0,NA,NA,NA,NA,NA
hsa-miR-378c,0,NA,NA,NA,NA,NA
hsa-miR-378d,0,NA,NA,NA,NA,NA
hsa-miR-378e,0,NA,NA,NA,NA,NA
hsa-miR-378f,0,NA,NA,NA,NA,NA
hsa-miR-378g,0,NA,NA,NA,NA,NA
hsa-miR-378h,0,NA,NA,NA,NA,NA
hsa-miR-378i,0,NA,NA,NA,NA,NA
